,state_names,district_names,total_treatment_mbd_alb,total_target_alb,total_target_mbd,lf_alb_total_procured,sth_mbd_total_procured,schisto_pzq_total_treatment,schisto_pzq_total_procured,lf_ivm_total_treatment,lf_ivm_total_procured,oncho_ivm_total_treatment,oncho_ivm_total_procured,state,population,lf_yld,oncho_yld,schisto_yld,WHO_region,Country,ISO2,Country_ID,ADMIN1_NAME,ADMIN1_ID,IU_Name,District_ID,IU_ID,Endemicity,MDA_start_APOC,LF_MDA_duration,start_year,end_year,Period,PopReq,PopTreat,Cov,MDA,EffMDA,MDA_n,EffMDA_n,MDA_left,Mapping_gap,Composite_IU_ID,alb_ratio,mbd_ratio,pzq_ratio,oncho_ivm_ratio,lf_ivm_ratio
15,Adamawa,Gombi,39386,39386,0,157545,0,48051.3,68926.25,157545,441126.0,71440.53638187498,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Gombi,1607,36358,Endemic,2012.0,4.0,2017,2017,Annual,153703,144422,93.96173139,1,1,1,1,3,0,ANGA0377636358,4.000025389732392,0.0,1.4344304940761228,0.0,2.8
16,Adamawa,Guyuk,47820,47820,0,191281,0,58340.600000000006,83685.0,191281,535586.7999999999,94316.83777749997,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Guyuk,1608,36359,Endemic,2015.0,1.0,2017,2017,Annual,186615,152613,81.77959971,1,1,1,1,4,0,ANGA0377636359,4.000020911752405,0.0,1.4344213120879798,0.0,2.8
17,Adamawa,Hong,45491,45491,0,0,0,55499.4,79610.0,0,0.0,103198.55782062496,288955.96189774986,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Hong,1609,36360,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377636360,0.0,0.0,1.43442992176492,2.8,0.0
18,Adamawa,Jada,45315,0,45315,181262,0,20935.86,0.0,181262,507533.5999999999,175265.17687406245,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Jada,1610,36361,Endemic,2015.0,1.0,2017,2017,Annual,176841,145283,82.15459085,1,1,1,1,2,0,ANGA0377636361,0.0,0.0,0.0,0.0,2.7999999999999994
19,Adamawa,Lamurde,30341,30341,0,121366,0,37016.6,53097.5,121366,339824.8,75718.91514593747,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Lamurde,1611,36362,Endemic,2015.0,1.0,2017,2017,Annual,118406,103888,87.73879702,1,1,1,1,2,0,ANGA0377636362,4.000065917405491,0.0,1.4344240151715717,0.0,2.8
20,Adamawa,Madagali,36265,36265,0,0,0,16754.760000000002,0.0,0,0.0,71661.29895999996,200651.63708799987,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Madagali,1612,36363,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377636363,0.0,0.0,0.0,2.8,0.0
21,Adamawa,Maiha,29914,29914,0,119657,0,36495.4,52350.0,119657,335039.6,88844.57499093747,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Maiha,1613,36364,Endemic,2015.0,1.0,2017,2017,Annual,116739,100551,86.13316886,1,1,1,1,3,0,ANGA0377636364,4.000033429163603,0.0,1.4344273524882587,0.0,2.8
22,Adamawa,Michika,41773,41773,0,167091,0,19299.06,0.0,167091,467854.8,118703.15520749995,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Michika,1615,36366,Endemic,2015.0,1.0,2017,2017,Annual,163016,158216,97.05550375,1,1,1,1,4,0,ANGA0377636366,3.999976061092093,0.0,0.0,0.0,2.8
23,Adamawa,Mubi North,40635,40635,0,162540,0,18773.370000000003,0.0,162540,455112.0,0.0,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Mubi North,1616,36367,Endemic,,,2017,2017,Annual,158576,79256,49.979820399999994,1,0,1,0,5,0,ANGA0377636367,4.0,0.0,0.0,0.0,2.8
24,Adamawa,Mubi South,34681,34681,0,138725,0,42311.2,60692.5,138725,388430.0,0.0,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Mubi South,1617,36368,Endemic,,,2017,2017,Annual,135342,126212,93.25412658,1,1,1,1,4,0,ANGA0377636368,4.000028834232,0.0,1.4344310726237972,0.0,2.8
25,Adamawa,Numan,24402,24402,0,97609,0,29770.7,42703.75,97609,273305.2,0.0,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Numan,1618,36369,Endemic,2015.0,1.0,2017,2017,Annual,119036,170411,143.1592123,1,1,1,1,3,0,ANGA0377636369,4.000040980247521,0.0,1.4344220995811316,0.0,2.8000000000000003
26,Adamawa,Shelleng,40096,40096,0,160385,0,48917.5,70168.75,160385,449078.0,50151.95944812499,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Shelleng,1619,36370,Endemic,2015.0,1.0,2017,2017,Annual,156472,51896,33.1663173,1,0,1,0,3,0,ANGA0377636370,4.000024940143655,0.0,1.4344304185618644,0.0,2.8
27,Adamawa,Song,51831,51831,0,207325,0,23946.120000000003,0.0,207325,580510.0,207325.0,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Song,1620,36371,Endemic,2012.0,4.0,2017,2017,Annual,202268,167442,82.78224929,1,1,1,1,3,0,ANGA0377636371,4.000019293473018,0.0,0.0,0.0,2.8
28,Adamawa,Toungo,13998,0,13998,55991,0,17077.3,24496.25,55991,156774.8,55991.0,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Toungo,1621,36372,Endemic,2015.0,1.0,2017,2017,Annual,0,0,0.0,0,0,0,0,4,0,ANGA0377636372,0.0,0.0,1.4344334291720588,0.0,2.8
29,Adamawa,Yola North,53324,53324,0,0,0,24635.82,0.0,0,0.0,32861.83432937499,92013.13612224997,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Yola North,1622,36373,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377636373,0.0,0.0,0.0,2.8,0.0
30,Adamawa,Yola South,52345,52345,0,209380,0,63860.9,91603.75,209380,586264.0,39589.79466031249,0.0,Adamawa,4248436.0,16807.486752963046,39269.266662928516,44010.70429754725,AFRO,Nigeria,NG,34,Adamawa,455,Yola South,1623,36374,Endemic,2015.0,1.0,2017,2017,Annual,0,0,0.0,0,0,0,0,5,0,ANGA0377636374,4.0,0.0,1.4344262295081966,0.0,2.8
31,Akwa Ibom,Abak,37412,-142166,179578,0,104754,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Abak,1624,36375,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736375,-0.0,0.5833342614351424,0.0,0.0,0.0
32,Akwa Ibom,Eastern Obolo,16285,-61883,78168,130278,45598,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Eastern Obolo,1625,36376,Endemic,2011.0,6.0,2017,2017,Annual,63551,63590,100.061368,1,1,1,1,2,0,ANGA0377736376,-2.1052308388410386,0.5833333333333334,0.0,0.0,0.0
33,Akwa Ibom,Eket,46414,-176374,222788,0,129960,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Eket,1626,36377,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736377,-0.0,0.5833348295240318,0.0,0.0,0.0
34,Akwa Ibom,Etinan,45534,-63747,109281,0,63747,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Etinan,1629,36381,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736381,-0.0,0.5833310456529497,0.0,0.0,0.0
35,Akwa Ibom,Ibeno,20276,-48662,68938,81102,28386,0.0,0.0,81102,227085.59999999998,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ibeno,1630,36382,Endemic,2011.0,5.0,2017,2017,Annual,79124,70900,89.60618776,1,1,1,1,2,0,ANGA0377736382,-1.6666392667790062,0.4117612927558096,0.0,0.0,2.8
36,Akwa Ibom,Ibesikpo Asutan,36877,-140133,177010,0,103256,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ibesikpo Asutan,1631,36383,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736383,-0.0,0.5833342748997232,0.0,0.0,0.0
37,Akwa Ibom,Ibiono Ibom,51009,-193835,244844,0,142826,0.0,0.0,0,0.0,101826.29763499998,285113.63337799994,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ibiono Ibom,1632,36384,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736384,-0.0,0.5833346947444087,0.0,2.8,0.0
38,Akwa Ibom,Ika,19619,-27467,47086,0,27467,0.0,0.0,0,0.0,78476.0,219732.8,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ika,1633,36385,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736385,-0.0,0.583336872955868,0.0,2.8,0.0
39,Akwa Ibom,Ikono,35479,-49671,85150,0,49671,0.0,0.0,0,0.0,141917.0,397367.6,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ikono,1634,36386,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736386,-0.0,0.583335290663535,0.0,2.8,0.0
40,Akwa Ibom,Ikot Abasi,35511,-85227,120738,142045,49716,0.0,0.0,142045,397726.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ikot Abasi,1635,36387,Endemic,2011.0,6.0,2017,2017,Annual,138581,129308,93.30860652,1,1,1,1,2,0,ANGA0377736387,-1.6666666666666667,0.41176762908115094,0.0,0.0,2.8
41,Akwa Ibom,Ikot Ekpene,38485,0,38485,153938,0,0.0,0.0,153938,431026.39999999997,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ikot Ekpene,1636,36388,Endemic,2015.0,1.0,2017,2017,Annual,150183,141761,94.39217488,1,1,1,1,2,0,ANGA0377736388,0.0,0.0,0.0,0.0,2.8
42,Akwa Ibom,Ini,26682,-101390,128072,0,74708,0.0,0.0,0,0.0,106726.0,298832.8,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ini,1637,36389,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736389,-0.0,0.5833281279280405,0.0,2.8,0.0
43,Akwa Ibom,Itu,34169,-129843,164012,0,95674,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Itu,1638,36390,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736390,-0.0,0.5833353657049484,0.0,0.0,0.0
44,Akwa Ibom,Mbo,27977,-106313,134290,0,78336,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Mbo,1639,36391,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736391,-0.0,0.5833345744284757,0.0,0.0,0.0
45,Akwa Ibom,Okobo,27989,-67174,95163,111956,39185,0.0,0.0,111956,313476.8,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Okobo,1646,36397,Endemic,2011.0,5.0,2017,2017,Annual,109226,98571,90.24499661,1,1,1,1,4,0,ANGA0377736397,-1.6666567421919194,0.4117671784201843,0.0,0.0,2.8
46,Akwa Ibom,Onna,33185,-126101,159286,265476,92916,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Onna,1647,36398,Endemic,2011.0,5.0,2017,2017,Annual,129501,126213,97.46102347,1,1,1,1,3,0,ANGA0377736398,-2.1052648274002586,0.5833281016536294,0.0,0.0,0.0
47,Akwa Ibom,Oron,23525,-56460,79985,94100,32935,0.0,0.0,94100,263480.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Oron,1648,36399,Endemic,2011.0,5.0,2017,2017,Annual,91805,74773,81.44763357,1,1,1,1,4,0,ANGA0377736399,-1.6666666666666667,0.4117647058823529,0.0,0.0,2.8
48,Akwa Ibom,Ukanafun,34169,-47837,82006,0,47837,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Ukanafun,1651,36402,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736402,-0.0,0.5833353657049484,0.0,0.0,0.0
49,Akwa Ibom,Uruan,31820,-76368,108188,127280,44548,0.0,0.0,127280,356384.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Uruan,1652,36403,Endemic,2015.0,2.0,2017,2017,Annual,124176,120989,97.43348151,1,1,1,1,1,0,ANGA0377736403,-1.6666666666666667,0.4117647058823529,0.0,0.0,2.8
50,Akwa Ibom,Uyo,83268,-116576,199844,0,116576,0.0,0.0,0,0.0,0.0,0.0,Akwa Ibom,5482177.0,21688.361859493398,50673.01720124146,56791.36295187563,AFRO,Nigeria,NG,34,Akwa Ibom,456,Uyo,1654,36405,Non-endemic,,,2017,2017,Annual,0,0,0.0,999,999,999,999,999,0,ANGA0377736405,-0.0,0.5833350013010148,0.0,0.0,0.0
51,Anambra,Aguata,99568,0,99568,398272,0,0.0,0.0,398272,1115161.5999999999,55274.53431093748,154768.69607062492,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Aguata,1655,36406,Endemic,2014.0,3.0,2017,2017,Annual,388558,275895,71.00484355,1,1,1,1,1,0,ANGA0377836406,0.0,0.0,0.0,2.7999999999999994,2.8
52,Anambra,Anambra East,41243,41243,0,164971,0,0.0,0.0,164971,461918.8,0.0,0.0,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Anambra East,1656,36407,Endemic,2014.0,1.0,2017,2017,Annual,160948,160454,99.69306857,1,1,1,1,3,0,ANGA0377836407,3.9999757534611935,0.0,0.0,0.0,2.8
53,Anambra,Anambra West,45031,45031,0,180125,0,20804.52,0.0,180125,504349.99999999994,0.0,0.0,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Anambra West,1657,36408,Endemic,2014.0,1.0,2017,2017,Annual,175731,175142,99.66482863,1,1,1,1,3,0,ANGA0377836408,4.000022206924119,0.0,0.0,0.0,2.8
54,Anambra,Anaocha,76659,76659,0,306637,0,0.0,0.0,306637,858583.6,46902.33429812498,131326.53603474994,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Anaocha,1658,36409,Endemic,2014.0,3.0,2017,2017,Annual,299157,229963,76.87033899,1,1,1,1,1,0,ANGA0377836409,4.000013044782739,0.0,0.0,2.8,2.8
55,Anambra,Awka North,30289,0,30289,121157,0,0.0,0.0,121157,339239.6,36796.706521874985,103030.77826124996,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Awka North,1659,36410,Endemic,2014.0,3.0,2017,2017,Annual,118201,85834,72.61698294,1,1,1,1,1,0,ANGA0377836410,0.0,0.0,0.0,2.8,2.8
56,Anambra,Ayamelum,42609,0,42609,170435,0,0.0,0.0,170435,477218.0,42827.94015624997,119918.2324374999,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Ayamelum,1661,36412,Endemic,2014.0,3.0,2017,2017,Annual,166278,157454,94.6932246,1,1,1,1,1,0,ANGA0377836412,0.0,0.0,0.0,2.8,2.8
57,Anambra,Dunukofia,25925,0,25925,103698,0,11977.02,0.0,103698,290354.39999999997,35515.40051843749,99443.12145162497,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Dunukofia,1662,36413,Endemic,2014.0,3.0,2017,2017,Annual,101169,67723,66.94046595,1,1,1,1,1,0,ANGA0377836413,0.0,0.0,0.0,2.8,2.8
58,Anambra,Ihiala,81274,0,81274,325095,0,0.0,0.0,325095,910266.0,43594.42782749998,122064.39791699994,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Ihiala,1666,36417,Endemic,2014.0,3.0,2017,2017,Annual,317166,297751,93.87859985,1,1,1,1,1,0,ANGA0377836417,0.0,0.0,0.0,2.8,2.8
59,Anambra,Njikoka,39934,0,39934,159735,0,18449.31,0.0,159735,447258.0,35946.32907093749,100649.72139862497,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Njikoka,1667,36418,Endemic,2014.0,3.0,2017,2017,Annual,155839,136300,87.46206020000001,1,1,1,1,1,0,ANGA0377836418,0.0,0.0,0.0,2.8,2.8
60,Anambra,Nnewi North,42383,0,42383,169531,0,19580.88,0.0,169531,474686.79999999993,70631.66229562496,197768.6544277499,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Nnewi North,1668,36419,Endemic,2014.0,3.0,2017,2017,Annual,165395,161107,97.4074186,1,1,1,1,1,0,ANGA0377836419,0.0,0.0,0.0,2.8,2.7999999999999994
61,Anambra,Nnewi South,62849,0,62849,251395,0,29036.04,0.0,251395,703905.9999999999,40582.34321156248,113630.56099237494,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Nnewi South,1669,36420,Endemic,2014.0,3.0,2017,2017,Annual,245264,236416,96.39245874,1,1,1,1,1,0,ANGA0377836420,0.0,0.0,0.0,2.8,2.7999999999999994
62,Anambra,Ogbaru,59681,59681,0,238722,0,27572.49,0.0,238722,668421.6,0.0,0.0,Anambra,5527809.0,21868.889290178762,51094.80422506923,57264.077253916585,AFRO,Nigeria,NG,34,Anambra,457,Ogbaru,1670,36421,Endemic,2014.0,1.0,2017,2017,Annual,232899,232608,99.87505313,1,1,1,1,3,0,ANGA0377836421,3.9999664884971766,0.0,0.0,0.0,2.8
