"WHO_region","Country","ISO2","Country_ID","ADMIN1_NAME","ADMIN1_ID","IU_Name","District_ID","IU_ID","Endemicity","start_year","end_year","Period","TargetPop","Rnd","PopReq","PopTreat","Cov","MDA","EffMDA","MDA_n","EffMDA_n","MappingGap","TtoNeeds","Composite_IU_ID"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiala Ngwa South",1592,36343,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536343"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiala Ngwa South",1592,36343,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536343"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiukwuato",1593,36344,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536344"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiukwuato",1593,36344,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536344"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiukwuato",1593,36344,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536344"
"AFRO","Nigeria","NG",34,"Abia",454,"Obingwa",1594,36345,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536345"
"AFRO","Nigeria","NG",34,"Abia",454,"Obingwa",1594,36345,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536345"
"AFRO","Nigeria","NG",34,"Abia",454,"Obingwa",1594,36345,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536345"
"AFRO","Nigeria","NG",34,"Abia",454,"Ohafia",1595,36346,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536346"
"AFRO","Nigeria","NG",34,"Abia",454,"Ohafia",1595,36346,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536346"
"AFRO","Nigeria","NG",34,"Abia",454,"Ohafia",1595,36346,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536346"
"AFRO","Nigeria","NG",34,"Abia",454,"Osisioma",1596,36347,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536347"
"AFRO","Nigeria","NG",34,"Abia",454,"Osisioma",1596,36347,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536347"
"AFRO","Nigeria","NG",34,"Abia",454,"Osisioma",1596,36347,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536347"
"AFRO","Nigeria","NG",34,"Abia",454,"Ugwunagbo",1597,36348,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536348"
"AFRO","Nigeria","NG",34,"Abia",454,"Ugwunagbo",1597,36348,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536348"
"AFRO","Nigeria","NG",34,"Abia",454,"Ugwunagbo",1597,36348,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536348"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa East",1598,36349,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536349"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa East",1598,36349,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536349"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa East",1598,36349,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536349"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa West",1599,36350,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377536350"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa West",1599,36350,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377536350"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa West",1599,36350,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377536350"
"AFRO","Nigeria","NG",34,"Abia",454,"Umunneochi",1602,36351,"Low endemicity",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,0,1,"ANGA0377536351"
"AFRO","Nigeria","NG",34,"Abia",454,"Umunneochi",1602,36351,"Low endemicity",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,0,1,"ANGA0377536351"
"AFRO","Nigeria","NG",34,"Abia",454,"Umunneochi",1602,36351,"Low endemicity",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,0,1,"ANGA0377536351"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia North",1600,36352,"Low endemicity",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,0,1,"ANGA0377536352"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia North",1600,36352,"Low endemicity",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,0,1,"ANGA0377536352"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia North",1600,36352,"Low endemicity",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,0,1,"ANGA0377536352"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia South",1601,36353,"Low endemicity",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,0,1,"ANGA0377536353"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia South",1601,36353,"Low endemicity",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,0,1,"ANGA0377536353"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia South",1601,36353,"Low endemicity",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,0,1,"ANGA0377536353"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Demsa",1603,36354,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636354"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Demsa",1603,36354,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636354"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Demsa",1603,36354,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636354"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Fufore",1604,36355,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636355"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Fufore",1604,36355,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636355"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Fufore",1604,36355,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636355"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Ganye",1605,36356,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636356"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Ganye",1605,36356,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636356"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Ganye",1605,36356,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636356"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Girie-Gerfi",1606,36357,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636357"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Girie-Gerfi",1606,36357,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636357"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Girie-Gerfi",1606,36357,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636357"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Gombi",1607,36358,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636358"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Gombi",1607,36358,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636358"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Gombi",1607,36358,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636358"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Guyuk",1608,36359,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636359"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Guyuk",1608,36359,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636359"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Guyuk",1608,36359,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636359"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Hong",1609,36360,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636360"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Hong",1609,36360,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636360"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Hong",1609,36360,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636360"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Jada",1610,36361,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636361"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Jada",1610,36361,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636361"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Jada",1610,36361,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636361"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Lamurde",1611,36362,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636362"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Lamurde",1611,36362,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636362"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Lamurde",1611,36362,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636362"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Madagali",1612,36363,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636363"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Madagali",1612,36363,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636363"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Madagali",1612,36363,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636363"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Maiha",1613,36364,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636364"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Maiha",1613,36364,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636364"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Maiha",1613,36364,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636364"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mayo Belwa",1614,36365,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636365"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mayo Belwa",1614,36365,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636365"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mayo Belwa",1614,36365,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636365"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Michika",1615,36366,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636366"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Michika",1615,36366,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636366"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Michika",1615,36366,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636366"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi North",1616,36367,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636367"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi North",1616,36367,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636367"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi North",1616,36367,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636367"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi South",1617,36368,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636368"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi South",1617,36368,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636368"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Mubi South",1617,36368,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636368"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Numan",1618,36369,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636369"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Numan",1618,36369,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636369"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Numan",1618,36369,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636369"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Shelleng",1619,36370,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636370"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Shelleng",1619,36370,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636370"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Shelleng",1619,36370,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636370"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Song",1620,36371,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636371"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Song",1620,36371,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636371"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Song",1620,36371,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636371"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Toungo",1621,36372,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636372"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Toungo",1621,36372,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636372"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Toungo",1621,36372,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636372"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola North",1622,36373,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636373"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola North",1622,36373,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636373"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola North",1622,36373,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636373"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola South",1623,36374,"Unknown",2017,2017,"Annual","Adults",0,0,0,0,0,0,0,0,1,0,"ANGA0377636374"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola South",1623,36374,"Unknown",2017,2017,"Annual","SAC",0,0,0,0,0,0,0,0,1,0,"ANGA0377636374"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Yola South",1623,36374,"Unknown",2017,2017,"Annual","Total",0,0,0,0,0,0,0,0,1,0,"ANGA0377636374"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Abak",1624,36375,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736375"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Abak",1624,36375,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736375"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Abak",1624,36375,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736375"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eastern Obolo",1625,36376,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736376"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eastern Obolo",1625,36376,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736376"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eastern Obolo",1625,36376,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736376"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eket",1626,36377,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736377"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eket",1626,36377,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736377"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Eket",1626,36377,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736377"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Nsit Eket",1641,36378,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736378"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Nsit Eket",1641,36378,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736378"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Nsit Eket",1641,36378,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736378"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Essien-Udim",1627,36379,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736379"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Essien-Udim",1627,36379,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736379"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Essien-Udim",1627,36379,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736379"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etim-Ekpo",1628,36380,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736380"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etim-Ekpo",1628,36380,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736380"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etim-Ekpo",1628,36380,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736380"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etinan",1629,36381,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736381"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etinan",1629,36381,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736381"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Etinan",1629,36381,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736381"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibeno",1630,36382,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736382"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibeno",1630,36382,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736382"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibeno",1630,36382,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736382"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibesikpo Asutan",1631,36383,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736383"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibesikpo Asutan",1631,36383,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736383"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibesikpo Asutan",1631,36383,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736383"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibiono Ibom",1632,36384,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736384"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibiono Ibom",1632,36384,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736384"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ibiono Ibom",1632,36384,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736384"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ika",1633,36385,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736385"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ika",1633,36385,"Non-endemic",2017,2017,"Annual","SAC",0,0,0,0,999,999,999,999,0,0,"ANGA0377736385"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ika",1633,36385,"Non-endemic",2017,2017,"Annual","Total",0,0,0,0,999,999,999,999,0,0,"ANGA0377736385"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ikono",1634,36386,"Non-endemic",2017,2017,"Annual","Adults",0,0,0,0,999,999,999,999,0,0,"ANGA0377736386"
